job_id,title_clean,company,job_family,jf_domain,jf_subdomain,seniority,city,company_type,n_skills,cluster_id
vietnamworks:2065152,Kỹ Sư AI / Chuyên Gia AI,Công Ty Cổ Phần Công Nghệ Công Nghiệp Bưu Chính Viễn Thông - VNPT Technology,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,telecom,8,3
vietnamworks:2066126,MB Trainee - AI Engineer - Khối Công Nghệ Thông Tin,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hà Nội,bank_finance,6,3
vietnamworks:2066640,AI Engineer,Công Ty Cổ Phần ITL Aviation Logistics,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,logistics,12,3
careerviet:35C73B86,AI/NLP ENGINEER,CÔNG TY CỔ PHẦN SALE PLUS,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,unknown,9,3
glints:96f740c0-e282-4ad1-a24b-44d5c0c71192,SENIOR NLP ENGINEER,Công ty Cổ phần Công nghệ Prep,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Senior,,tech_software,17,3
itviec:048af43d-ce30-48db-ac08-6fdef182a27c,AI Computer Vision Engineer – eKYC,DNSE,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,unknown,6,3
itviec:72996d99-8356-4fb4-ab49-9e27d8a78bcd,Trưởng nhóm Computer Vision/AI Engineer,Vega Corporation,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Lead,Hà Nội,unknown,10,3
itviec:852c4975-6e73-4e3c-9f4e-2fa0706e0fb4,Kỹ Sư AI Thị Giác Máy Tính - Có Xe Đưa Đón,Mektec,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Mid,,unknown,16,3
itviec:8e37b231-d6be-4b2e-99a8-e7fcc93b40de,Senior/Staff Embedded Application Engineer – AI Robotic,Renesas Design Vietnam,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Lead,Hồ Chí Minh,tech_software,7,3
topdev:2105158,AI/NLP Engineer / Algorithm Engineer– Junior/Mid/Senior- English,CAZOODLE,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,unknown,10,3
vietnamworks:2056546,Phát Triển AI - Topk,CÔNG TY TRÁCH NHIỆM HỮU HẠN TOP ENGINEERING VINA,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Mid,Vĩnh Phúc,manufacturing,4,3
vietnamworks:2060032,Kỹ Sư Phát Triển Phần Mềm AI Cho Thiết Bị Thông Minh,Công Ty Cổ Phần Công Nghệ Công Nghiệp Bưu Chính Viễn Thông - VNPT Technology,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Junior,Hà Nội,telecom,5,3
vietnamworks:2067850,Engineer/senior Engineer Of AI,Hoya Glass Disk Vietnam,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,manufacturing,9,3
itviec:794863b4-575a-4d42-9894-1f4be539ed04,Senior Data Engineer,ITviec Recruitment Consulting,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hồ Chí Minh,recruitment_agency,11,3
topdev:2113223,DATA ENGINEER,CÔNG TY TNHH DREAM TALENT,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hồ Chí Minh,recruitment_agency,20,3
careerviet:35C71D71,Giám đốc Trung tâm Trí tuệ nhân tạo,Công ty Cổ phần Tập đoàn Meey Land,DATA_LEADERSHIP,Data Leadership,Leadership,Manager,Hà Nội,real_estate_construction,21,3
careerviet:35C783C4,Senior Data Scientist,Ngân Hàng TMCP Phương Đông - OCB,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Senior,Hồ Chí Minh,bank_finance,14,3
itviec:52676de3-41db-4920-bbaa-61a6a7bcf133,Senior Data Scientist – ID2649,VPBank,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Senior,Hà Nội,bank_finance,21,3
itviec:d108423e-e276-4925-96b9-6bac972a6b83,Senior Data Scientist,Spiraledge,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Senior,Hồ Chí Minh,unknown,30,3
topcv:2005516,Data Science Intern,CÔNG TY CỔ PHẦN ĐẦU TƯ FINPROS,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Intern,Hà Nội,bank_finance,11,3
topcv:2179754,Junior Data Scientist - TA192,Vpbank,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Junior,Hà Nội,bank_finance,22,3
topcv:2189952,Senior Map/Data Scientist,Pro Công ty cổ phần Tasco,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Senior,Hà Nội,unknown,18,3
topcv:2193862,Senior Data Scientist,Công Ty Cổ Phần Dược Phẩm Pharmacity,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Senior,Hồ Chí Minh,retail_consumer,14,3
itviec:87b60c8e-93ac-49a7-bc99-d057b94a4936,Chuyên viên Lập trình AI,AITS | Vietnam Airlines,GENAI_LLM,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,logistics,13,3
careerviet:35C6DDB5,DevOps Engineer,Công ty TNHH Viettel - CHT,MLOPS,AI / Machine Learning,ML Engineering,Mid,Hà Nội,telecom,16,3
careerviet:35C76E22,Machine Learning Engineer,Công ty TNHH Greystone Data Systems Việt Nam,ML_ENGINEER,AI / Machine Learning,ML Engineering,Mid,Hồ Chí Minh,tech_software,12,3
itviec:e3df26aa-635e-4fc0-8f57-ade3ec50d566,Senior Machine Learning Engineer,KeyTechX,ML_ENGINEER,AI / Machine Learning,ML Engineering,Senior,,tech_software,22,3
glints:5f30220c-5edd-40ad-aebe-fa5fa0f8a99b,AI Research Intern,Gsoft,RESEARCH_SCIENTIST,AI / Machine Learning,Data / Decision Science,Intern,,tech_software,7,3
itviec:dc178b41-f868-4401-b4e6-2f00843f0c0f,Mid/Senior Microsoft AI / Power Platform Developer,SSTech,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,tech_software,15,4
careerviet:35C71365,Senior Data Management Specialist – Business Analyst - ID4328,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Senior,Hà Nội,bank_finance,7,4
itviec:d4acbee5-a745-42d6-80e3-4238639020ed,Business Analyst,FPT Digital,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Lead,Hồ Chí Minh,tech_software,7,4
vietnamworks:2042739,Chuyên Viên Phân Tích Dữ Liệu Kinh Doanh,Tổng Công Ty Hàng Hải Việt Nam - CTCP,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hà Nội,logistics,3,4
vietnamworks:2057705,CV/CVC/CVCC Kỹ Thuật Dữ Liệu,Ngân hàng Lộc Phát Việt Nam LPBank,DATA_ANALYST,Analytics,Data Analysis & BI,Senior,Hà Nội,bank_finance,5,4
vietnamworks:2066682,Chuyên viên cao cấp/Chuyên viên chính phân tích dữ liệu Khách hàng - Khối Ngân hàng Cá nhân,Ngân hàng TMCP Tiên Phong (TPBank),DATA_ANALYST,Analytics,Data Analysis & BI,Senior,Hà Nội,bank_finance,3,4
itviec:1eadecf6-3060-4d6d-83a5-2d4c65f23b81,Data Architect,Tổng công ty Tân Cảng Sài Gòn (Saigon NewPort Corporation),DATA_ARCHITECT,Governance & Architecture,Governance & Architecture,Mid,Hồ Chí Minh,logistics,7,4
itviec:42152f14-6812-49cc-99e8-f2ec06910e41,Junior Data Modeler,CÔNG TY CỔ PHẦN AN NINH MẠNG QUỐC TẾ - ICS,DATA_ARCHITECT,Governance & Architecture,Governance & Architecture,Junior,Hà Nội,tech_software,11,4
topdev:2112034,Data Architect Manager,HEINEKEN Vietnam,DATA_ARCHITECT,Governance & Architecture,Governance & Architecture,Manager,Hồ Chí Minh,retail_consumer,7,4
vietnamworks:2068299,Head Of Data Architect,Navigos Search's Client,DATA_ARCHITECT,Governance & Architecture,Governance & Architecture,Manager,Hà Nội,recruitment_agency,5,4
careerviet:35C77D47,Chuyên viên Quản lý Kho và Mô hình dữ liệu,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hà Nội,bank_finance,11,4
careerviet:35C7A039,Customer & Product Analytics Executive,CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI (SHBFinance),DATA_ENGINEER,Data Engineering,Pipelines & Platform,Junior,Hồ Chí Minh,bank_finance,14,4
careerviet:35C7AD43,Data Engineer - Dự án CNTT,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hà Nội,bank_finance,11,4
glints:7f1c0e92-3a4d-46f5-8676-f21acf6b13fe,Data Engineer,Viettel Cyber Security,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,,tech_software,9,4
vietnamworks:2056693,SAP Data Migration Consultant,Bosch Global Software Technologies Company Limited,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hồ Chí Minh,tech_software,1,4
careerviet:35C6D767,Advisor for Tracking and Monitoring of the NDC,Văn phòng đại diện Tổ chức Hợp tác Quốc tế Đức GIZ tại Hà Nội,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Senior,Hà Nội,public_sector,5,4
careerviet:35C6FCF1,CRM Solutions Expert / Senior CRM Consultant,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Senior,Hồ Chí Minh,tech_software,7,4
itviec:702afded-df61-4138-b515-4eb7decf1d9a,Data Quality Management Specialist - Data Division,MB Bank,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Junior,Hà Nội,bank_finance,5,4
itviec:9cf00f77-ed08-44e4-bd5b-e98a215c8829,Data Governance,Công ty Cổ phần Chứng khoán VPBank,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Mid,Hà Nội,bank_finance,9,4
itviec:e02aa39e-35ed-4602-8f1d-b702382e2c54,CVCC Quản trị dữ liệu -K.CNTT,PVcomBank,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Senior,Hà Nội,bank_finance,15,4
itviec:e726ad5e-2695-47ac-acd4-db6bb1488236,Chuyên viên Phòng Quản trị dữ liệu – Khối CN và DL,Ngân hàng TNHH MTV Việt Nam Hiện Đại (MBV),DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Unknown,Hà Nội,bank_finance,8,4
topdev:2109210,CVC Data Governance,Ngân hàng TMCP Công Thương Việt Nam (Vietinbank),DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Mid,Hà Nội,bank_finance,7,4
vietnamworks:2054962,Chuyên Viên Triển Khai Và Quản Trị Dữ Liệu,Công Ty TNHH Alpha Plus,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Mid,Hồ Chí Minh,unknown,2,4
vietnamworks:2056100,"Assistant Manager, Compliance",FWD Vietnam Life Insurance Company Limited,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Manager,Hồ Chí Minh,bank_finance,1,4
vietnamworks:2058847,Chuyên Viên Cao Cấp Bảo Mật Dữ Liệu - Khối Dữ Liệu - Senior Data Security - Data Division,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Senior,Hà Nội,bank_finance,3,4
vietnamworks:2058848,Chuyên Viên Quản Lý Chất Lượng Dữ Liệu - Data Quality Management Specialist - Khối Dữ Liệu,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Junior,Hà Nội,bank_finance,2,4
vietnamworks:2058983,Head Of Product Delivery And Operations,NAB Innovation Centre Vietnam,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Manager,Hồ Chí Minh,tech_software,4,4
vietnamworks:2059026,"Head Of Reporting, Governance Program Execution And Third-Party Risk Management",NAB Innovation Centre Vietnam,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Manager,Hà Nội,tech_software,3,4
vietnamworks:2061533,Nhân Viên Định Phí,Tổng Công Ty CP Bảo Hiểm Toàn Cầu (GIC),DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Junior,Hồ Chí Minh,bank_finance,8,4
vietnamworks:2062023,Chuyên Viên Quản Lý Dự Án,Công Ty Cổ Phần HTC Viễn Thông Quốc Tế,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Mid,Hà Nội,telecom,2,4
vietnamworks:2063794,Manager - Data Governance,PwC (Vietnam) Ltd.,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Manager,Hà Nội,consulting_audit,5,4
vietnamworks:2065113,Chuyên Viên Bảo Mật Dữ Liệu - Mã Số: Anbm-02,Chi Nhánh Trung Tâm Công Nghệ Thông Tin Tập Đoàn Bảo Việt,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Mid,Hà Nội,tech_software,3,4
vietnamworks:2065373,Trưởng Phòng Công Nghệ Thông Tin,Công Ty Cổ Phần Địa ốc Tsan Group,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Manager,Hà Nội,real_estate_construction,1,4
vietnamworks:2067416,"Sinh Viên Tài Năng Khối Công Nghệ Thông Tin, Dữ Liệu",Ngân Hàng TMCP Ngoại Thương Việt Nam - Vietcombank,DATA_GOVERNANCE,Governance & Architecture,Governance & Architecture,Intern,Hà Nội,bank_finance,1,4
itviec:cd9d217b-3c91-4ffa-8fbe-783c4e2ada10,Trưởng Phòng CNTT & Chuyển Đổi Số,Công ty Cổ phần Tập đoàn Everland,DATA_LEADERSHIP,Data Leadership,Leadership,Manager,Hà Nội,real_estate_construction,7,4
vietnamworks:2040637,Data Manager,NEYU,DATA_LEADERSHIP,Data Leadership,Leadership,Manager,Hồ Chí Minh,tech_software,7,4
topcv:2183517,Data Scientist,Fpt Telecom,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Lead,Hà Nội,telecom,11,4
vietnamworks:2067685,Chuyên Viên/ Chuyên Gia ERP Oracle,Công Ty Cổ Phần Tập Đoàn Hoa Sen,DBA_DATABASE,Data Engineering,Database / DBA,Senior,Hồ Chí Minh,manufacturing,2,4
vietnamworks:2058855,Chuyên Viên Cao Cấp Quản Trị Rủi Ro Công Nghệ - Senior IT Risks Management Specialist - Khối Quản Trị Rủi Ro,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,RISK_FRAUD_ANALYST,Analytics,Business / Domain Analysis,Senior,Hà Nội,bank_finance,3,4
itviec:48b31cd4-dd64-4677-a871-556756f904ac,Manager Software Engineer/Technical Lead Engineer,One Mount Group,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Manager,Hà Nội,tech_software,14,5
vietnamworks:2060564,AI Engineer,Techcombank,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,bank_finance,11,5
topcv:2011620,Game Data Analytics Engineer,Công ty TNHH Horus Productions,ANALYTICS_ENGINEER,Data Engineering,Pipelines & Platform,Junior,Hà Nội,media_gaming,16,5
topcv:2153027,Lead Analytics Engineer,CÔNG TY TNHH LEVER SPHERE VIỆT NAM,ANALYTICS_ENGINEER,Data Engineering,Pipelines & Platform,Lead,Hà Nội,unknown,9,5
topcv:2195339,Lead Analytics Engineer,CÔNG TY TNHH THƯƠNG MẠI VÀ TRUYỀN THÔNG QUẢNG CÁO GOLDEN PHOENIX,ANALYTICS_ENGINEER,Data Engineering,Pipelines & Platform,Lead,Hà Nội,media_gaming,9,5
careerviet:35C74F2E,Chuyên viên cao cấp Giải pháp giám sát dịch vụ nội bộ - MVHB,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam (MSB),BI,Analytics,Data Analysis & BI,Lead,Hà Nội,bank_finance,12,5
careerviet:35C7A8FE,Business Intelligence Engineer,Công Ty CP Việt Tinh Anh,BI,Analytics,Data Analysis & BI,Mid,Hồ Chí Minh,unknown,16,5
vietnamworks:2066633,Kỹ Sư Nền Tảng Dữ Liệu Lớn - Khối Công Nghệ Thông Tin,Ngân hàng TMCP Tiên Phong (TPBank),BIG_DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hà Nội,bank_finance,6,5
vietnamworks:2066639,Trưởng Phòng/Chuyên Gia Nền Tảng Kỹ Thuật Dữ Liệu,Ngân hàng TMCP Tiên Phong (TPBank),BIG_DATA_ENGINEER,Data Engineering,Pipelines & Platform,Manager,Hà Nội,bank_finance,9,5
careerviet:35C783BE,Senior Business Analyst,Ngân Hàng TMCP Phương Đông - OCB,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Senior,Hồ Chí Minh,bank_finance,7,5
topdev:2105304,Chuyên Viên Phân Tích Nghiệp Vụ,CÔNG TY TNHH FETEK VIỆT NAM,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Junior,Hà Nội,unknown,4,5
topdev:2109568,Business Analyst Asst Manager,CÔNG TY TRÁCH NHIỆM HỮU HẠN JAPFA COMFEED VIỆT NAM,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Manager,Hồ Chí Minh,energy_agri,14,5
vietnamworks:2060347,Senior CVM Business Analyst,Home Credit Vietnam - Explore Your Dream Team,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Senior,Hồ Chí Minh,bank_finance,2,5
vietnamworks:2060599,"Senior Officer, Data Translator - TechcomLife",Techcombank,BUSINESS_ANALYST,Analytics,Business / Domain Analysis,Senior,Hà Nội,bank_finance,9,5
itviec:63d691de-f5ce-4dec-bf12-a77bac989d16,Data Platform Operations,ABBANK,DATAOPS,Data Engineering,Pipelines & Platform,Mid,Hà Nội,bank_finance,22,5
vietnamworks:2052937,Junior DataOps Engineer,Profectus Vietnam Co. Ltd.,DATAOPS,Data Engineering,Pipelines & Platform,Junior,Hồ Chí Minh,consulting_audit,7,5
careerviet:35C704F3,Chuyên viên cao cấp/Chuyên viên chính Phân tích dữ liệu nâng cao – Khối Công nghệ thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),DATA_ANALYST,Analytics,Data Analysis & BI,Senior,Hà Nội,bank_finance,11,5
topcv:1002984,Chuyên Viên Phân Tích Dữ Liệu,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hà Nội,tech_software,15,5
topcv:2172898,Business Data Analyst,VIETTEL DIGITAL SERVICES CORPORATION - BRANCH OF VIETTEL GROUP,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hà Nội,tech_software,8,5
topcv:2177903,Senior Data Analyst,CÔNG TY CỔ PHẦN SÀN GIAO DỊCH TÀI SẢN MÃ HÓA VIỆT NAM THỊNH VƯỢNG,DATA_ANALYST,Analytics,Data Analysis & BI,Senior,Hà Nội,bank_finance,8,5
vietnamworks:2055113,Analysis Engineer,Công Ty TNHH LG Display Việt Nam Hải Phòng,DATA_ANALYST,Analytics,Data Analysis & BI,Junior,Hải Phòng,manufacturing,2,5
vietnamworks:2058851,Chuyên Viên Phân Tích và Thiết Kế Mô Hình Dữ Liệu - Data Analyst - Khối Dữ Liệu,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,DATA_ANALYST,Analytics,Data Analysis & BI,Mid,Hà Nội,bank_finance,4,5
careerviet:35C73174,Senior IT Architecture,Nova Service Group - Công ty Cổ phần Tập đoàn Nova Services,DATA_ARCHITECT,Governance & Architecture,Governance & Architecture,Senior,Hồ Chí Minh,unknown,23,5
itviec:1b48e9dc-95d8-4108-96d8-999bd70c4b98,Data Architect - Data Division,MB Bank,DATA_ARCHITECT,Governance & Architecture,Governance & Architecture,Senior,Hà Nội,bank_finance,14,5
itviec:c62cf212-931c-4bae-8701-6ead6070aa5c,Senior Data Architect,PVcomBank,DATA_ARCHITECT,Governance & Architecture,Governance & Architecture,Senior,Hà Nội,bank_finance,5,5
topdev:2109213,CVCC Data Architect 2026,Ngân hàng TMCP Công Thương Việt Nam (Vietinbank),DATA_ARCHITECT,Governance & Architecture,Governance & Architecture,Senior,Hà Nội,bank_finance,13,5
vietnamworks:2058856,Chuyên Viên Cao Cấp Kiến Trúc Giải Pháp Dữ Liệu - Data Architect - Khối Dữ Liệu,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,DATA_ARCHITECT,Governance & Architecture,Governance & Architecture,Senior,Hà Nội,bank_finance,6,5
careerviet:35C6D684,Data Engineer,Công ty CP Công nghệ giáo dục Trường học trực tuyến (ONSCHOOL),DATA_ENGINEER,Data Engineering,Pipelines & Platform,Junior,Hà Nội,education,16,5
careerviet:35C6F679,Data Engineer,Công ty Cổ phần Chứng khoán DNSE,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Junior,Hà Nội,bank_finance,18,5
careerviet:35C702C0,Senior Data Engineer,CÔNG TY TNHH GALAXY DIGITAL HOLDINGS,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hồ Chí Minh,tech_software,29,5
careerviet:35C704D1,Chuyên viên chính/cao cấp Xử lý dữ liệu - Khối Công nghệ thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hà Nội,bank_finance,11,5
careerviet:35C7235F,Senior Data Engineer - TNTech - 3K040,Tập đoàn ROX (ROX Group),DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hà Nội,real_estate_construction,42,5
careerviet:35C72649,Senior Data Engineer,Ngân Hàng TMCP Quốc Dân (NCB),DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hà Nội,bank_finance,21,5
careerviet:35C72650,Senior Data Tester - Data and Digital Transformation Division,Ngân Hàng TMCP Quốc Dân (NCB),DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hà Nội,bank_finance,23,5
careerviet:35C72F95,Data Engineer & Dashboard,Công ty TNHH Japfa Comfeed Việt Nam,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Junior,,energy_agri,18,5
careerviet:35C74668,Data Engineering,Tổng Công ty Cổ phần Bảo hiểm Ngân hàng Đầu tư và Phát triển Việt Nam (BIC),DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hà Nội,bank_finance,15,5
careerviet:35C750D8,Data Engineer - ISC,CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hồ Chí Minh,retail_consumer,17,5
careerviet:35C752FD,Hồ Chí Minh – CVCC Data Warehouse - ID2795,Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hồ Chí Minh,bank_finance,16,5
careerviet:35C759D8,Data Engineering,Panasonic Electric Works Vietnam,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Bình Dương,manufacturing,8,5
careerviet:35C7644A,DevOps Data Engineer,Công Ty Cổ Phần TEECOM,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hồ Chí Minh,unknown,16,5
careerviet:35C767EE,Data & Reporting Deputy Manager,Công Ty Tài Chính Mirae Asset (Việt Nam),DATA_ENGINEER,Data Engineering,Pipelines & Platform,Manager,Hồ Chí Minh,bank_finance,20,5
careerviet:35C77829,Data Engineer,Tổng Công ty Cổ phần Công trình Viettel,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hà Nội,real_estate_construction,24,5
careerviet:35C779C9,Kỹ sư dữ liệu AI (Data Engineer,CÔNG TY LIÊN DOANH VẬN CHUYỂN QUỐC TẾ HẢI VÂN,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hà Nội,logistics,21,5
careerviet:35C77DD8,Chuyên viên/Chuyên viên CC DE,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hà Nội,bank_finance,27,5
careerviet:35C783C3,Senior Data Engineer,Ngân Hàng TMCP Phương Đông - OCB,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hồ Chí Minh,bank_finance,23,5
careerviet:35C78C8C,Chuyên viên cao cấp/Chuyên gia Quản lý dữ liệu - Khối Ngân hàng Bán lẻ,Ngân Hàng TMCP Sài Gòn - Hà Nội ( SHB ),DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hà Nội,bank_finance,24,5
careerviet:35C79F56,Data Engineer,Teamwork Vietnam Ltd,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Unknown,Hồ Chí Minh,tech_software,21,5
glints:378ec53e-4cb8-41fd-9ac8-927992bb7372,Data Engineering,CÔNG TY CỔ PHẦN CÔNG NGHỆ UNITRUST VIỆT NAM,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,,tech_software,15,5
glints:3a16d9d2-33a8-481a-ad6d-7998acc693c3,Data Engineer,Công ty TNHH Công nghệ và Thương mại Lifesup,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Junior,,tech_software,15,5
glints:56904b52-8be1-441d-8833-05cf31c21960,Data Engineer,"The Code Talent Co,. Ltd",DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,,tech_software,33,5
glints:5a99a719-4856-467a-994c-4eab600abfe9,Senior Data Engineer,Công ty TNHH Diksha Technologies,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,,tech_software,11,5
glints:5d1f4d97-6c39-4697-8fc2-0bb2d710c702,Data Engineer,Công ty Cổ phần Công nghệ SotaTek,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,,tech_software,38,5
glints:91fc27dc-c2aa-4202-9a1f-10d0b2a0ccc1,Middle Data Tester,Nenkin GGS,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,,unknown,8,5
glints:cef38fa0-caad-43df-a79c-833024667be6,Data Engineer,SotaTek,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,,tech_software,19,5
glints:e95fa32b-0e53-4728-8f00-7e7963f41b6a,Data Engineer,Công Ty Chứng Khoán Acb,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,,bank_finance,24,5
itviec:0d89e1f4-cb50-46cc-878c-d95e39a557ef,Data Engineer,Bảo hiểm VietinBank (VBI),DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hà Nội,bank_finance,34,5
itviec:165fe2a7-bdc8-4c6a-b2e4-d1c29713c753,Software Engineer,AIRR Labs,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hồ Chí Minh,tech_software,18,5
itviec:1bef6fda-dcb0-44bd-b099-ea2b600ba54f,Senior/Lead Data Engineer,ITviec Recruitment Consulting,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Lead,Hồ Chí Minh,recruitment_agency,16,5
itviec:246da202-5fcc-422b-aa4c-60d59529c3ff,Data Engineer,PRATEK,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Junior,Hồ Chí Minh,unknown,11,5
itviec:4201a925-c358-4700-bbcc-5929ec194847,Senior Data Engineer/Data Platform Engineer,AIRR Labs,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hồ Chí Minh,tech_software,17,5
itviec:45c640dc-c15a-485e-9b7f-cbd8fad0e35f,Sr Software Engineer-Data Systems,CoderPush,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Senior,Hồ Chí Minh,tech_software,18,5
