job_id,title_clean,company,job_family,jf_domain,jf_subdomain,seniority,city,company_type,n_skills,text_len,dominant_topic,topic_weight,dominant_topic_share
itviec:c6b4705a-96c1-408a-b154-6b9f4398ee50,AI Engineer with Leading Korean AI Entrepreneurs,Abc Studio Việt Nam,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,media_gaming,16,1735,2,0.260359,0.8691
itviec:d3f3056e-be97-4924-a1a0-4baaa096b6f9,Applied AI Engineer,Innotech Vietnam Corporation,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,tech_software,8,430,2,0.24505,0.9218
itviec:7767c9b4-4865-4600-ba37-a35a38162cec,AI Engineer,Saigon Technology,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,tech_software,27,608,2,0.244986,0.7176
itviec:574d221c-d7a6-45df-921d-6500dcd7fd84,AI Engineer,Samsung Electronics HCMC CE Complex,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,manufacturing,13,402,2,0.244494,0.8895
itviec:8d4ec6d4-4a57-4472-912e-ce5869903cc3,Senior/Junior AI Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ & TRÍ TUỆ NHÂN TẠO ASTRAL-X,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,tech_software,20,2656,2,0.237721,0.7332
itviec:16e6e6ba-9133-47c2-94a5-dd12552d2198,Senior AI Engineer,Trustify Technology,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,tech_software,16,3015,2,0.237041,0.6558
itviec:f190c56b-14c0-446b-a2b7-111a497104c5,AI Engineer,Mcredit - Công ty Tài chính TNHH MB Shinsei,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hà Nội,bank_finance,14,3019,2,0.235737,0.714
itviec:62f6c6c5-4839-4526-9a10-e7ff78d9385e,Senior AI Engineer,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,tech_software,9,1636,2,0.235134,0.8336
vietnamworks:2067850,Engineer/senior Engineer Of AI,Hoya Glass Disk Vietnam,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,manufacturing,9,1029,2,0.234743,0.8444
glints:0e7beb3f-1ecd-4c19-b126-ccbb06109b85,AI Engineer,SotaTek,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,tech_software,20,1761,2,0.226269,0.7406
itviec:ed255956-b9bd-4d64-a453-7b3f3897c565,AI Engineer,Asilla,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,unknown,10,1494,2,0.225108,0.763
itviec:d8c89cc9-4d91-4360-90a1-b4637c08da29,AI Engineer Intern,Innotech Vietnam Corporation,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Intern,Hồ Chí Minh,tech_software,11,490,2,0.224091,0.8233
glints:1389cdcc-6058-493d-a38f-b89c65a077ab,AI Engineer,Công ty Cổ phần Công nghệ SotaTek,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,,tech_software,11,1609,2,0.22046,0.8173
itviec:25e39947-7ca0-4f2e-ba3b-4275dcdea63d,Middle AI Engineer,GON TECH,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,tech_software,16,536,2,0.220132,0.7498
vietnamworks:2058261,AI Engineer,CÔNG TY TNHH PHÁT TRIỂN HƯƠNG VIỆT,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,,unknown,8,676,2,0.216652,0.9199
itviec:69892016-916e-4172-8784-6dd786e0a64f,Mid-Level AI/ML Engineer,Edge8,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,tech_software,13,513,2,0.215,0.8692
itviec:5101dc96-ee36-4c7b-93fe-646043517b1f,AI Developer,Ngân hàng TMCP Phương Đông | OCB,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,bank_finance,11,462,2,0.213106,0.7479
itviec:deb0ba59-d91f-4804-886e-07be0d4b98ac,Junior AI Application Dev,FPT Securities,GENAI_LLM,AI / Machine Learning,AI / GenAI Engineering,Junior,Hà Nội,bank_finance,16,413,2,0.213051,0.8318
itviec:852c4975-6e73-4e3c-9f4e-2fa0706e0fb4,Kỹ Sư AI Thị Giác Máy Tính - Có Xe Đưa Đón,Mektec,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Mid,,unknown,16,1403,2,0.212709,0.6714
itviec:b758cf09-8871-4e0b-8655-00478ff4019d,Senior AI Engineer,URBOX,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,unknown,13,2639,2,0.211416,0.6634
glints:96765a73-ebd6-4e1d-a3b0-4e95664f19d4,AI Engineer,Công Ty Chứng Khoán Phú Hưng,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,bank_finance,18,1748,2,0.208097,0.6352
vietnamworks:2066640,AI Engineer,Công Ty Cổ Phần ITL Aviation Logistics,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,logistics,12,953,2,0.20805,0.7733
careerviet:35C73298,- AI ENGINEER,Shinhan Bank Vietnam,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,bank_finance,10,1474,2,0.207819,0.6815
itviec:80f7f33a-cd69-4a22-9d9b-228c7bf251d5,AI Engineer,Phu Hung Securities (PHS),AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hồ Chí Minh,bank_finance,14,2126,2,0.207765,0.6406
itviec:1aed7c32-035f-49dc-884e-e91e421fb096,Senior AI Agent Engineer - Up to 100M,CÔNG TY TNHH FINAN,GENAI_LLM,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,bank_finance,10,487,2,0.206035,0.7258
itviec:195b97a5-e0c7-458a-84a0-60c4a6c89fa1,Senior AI Engineer,Creative Force,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,unknown,11,3319,2,0.202689,0.6067
glints:2faadfbd-45eb-4fbd-9f43-e4109bc265e9,AI Engineer,Autonomous Inc,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,tech_software,15,3728,2,0.201956,0.6299
glints:fe6a0bbb-0c08-41d6-9df3-0f62b95c4115,AI Engineer,Công ty cổ phần phần mềm ITSOL Holdings,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,,tech_software,22,2143,2,0.201572,0.6637
itviec:25abc8c4-f77b-4854-8f43-18119bafdaea,Senior AI Engineer,PNJ,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,retail_consumer,11,2846,2,0.200258,0.6491
itviec:02e74bdb-b122-4d3b-bc6e-5a76af2311e5,AI Engineer,Bolt Tech,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hà Nội,tech_software,13,2135,2,0.199567,0.7103
itviec:855688b1-d6e4-4d18-a8dd-07054ce90700,Senior AI Engineer,CÔNG TY TNHH ROOSTERX GLOBAL,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,unknown,11,4340,2,0.198969,0.718
itviec:2df43cad-8be0-4a89-815a-1b220520d3a6,Mid/Sr AI Engineer,Công ty Cổ phần Xây dựng và Nội thất Remak,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,real_estate_construction,7,1391,2,0.196963,0.7951
itviec:87b60c8e-93ac-49a7-bc99-d057b94a4936,Chuyên viên Lập trình AI,AITS | Vietnam Airlines,GENAI_LLM,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,logistics,13,1627,2,0.195565,0.5715
glints:789d05b4-c271-42d7-9089-32e7f7648741,AI Engineer,TMA Solutions,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,tech_software,15,2481,2,0.193711,0.634
itviec:f838b243-593e-4562-8dda-49ca55d88e69,AI Engineer,VIETTEL CUSTOMER SERVICE,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,telecom,16,3611,2,0.193436,0.6469
careerviet:35C7829E,AI Engineer Intern,Công ty TNHH Lửa Á Châu,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Intern,Hồ Chí Minh,unknown,10,1076,2,0.193072,0.6997
itviec:5f8d05e7-70ee-472b-8694-3be31ccc24fa,Applied AI / Machine Learning Engineer,Công ty TNHH Peregrine Management Việt Nam,ML_ENGINEER,AI / Machine Learning,ML Engineering,Senior,Hà Nội,tech_software,17,5031,2,0.192829,0.5437
glints:a5011858-7e9b-441f-9da2-c1e7e3bfd53c,AI Engineer Intern,Công ty Cổ phần Innotech Việt Nam,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Intern,,tech_software,11,2110,2,0.191323,0.7293
glints:a01904e3-1bd9-4a80-91f7-1b48eb2cb8c3,Fresher/ Junior AI Engineer,Công ty TNHH Công nghệ và Thương mại Lifesup,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,tech_software,12,1028,2,0.190278,0.7481
glints:94a39ba7-cf29-495e-9301-c1e51b5b6a3f,AI Solutions Engineer,Công ty TNHH Sản xuất dịch vụ Prime,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,,manufacturing,24,4530,2,0.190172,0.5633
itviec:33681cfa-44cf-4731-8daa-f83ab97c2bcb,Lead AI Engineer,New Ocean IS,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Lead,Hồ Chí Minh,unknown,22,3028,2,0.189436,0.5004
careerviet:35C76E22,Machine Learning Engineer,Công ty TNHH Greystone Data Systems Việt Nam,ML_ENGINEER,AI / Machine Learning,ML Engineering,Mid,Hồ Chí Minh,tech_software,12,755,2,0.18749,0.7897
itviec:7f0f5d2a-9d77-438a-89d6-c34d49027b6c,AI Technical Leader,FPT IS,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Lead,Hà Nội,tech_software,10,484,2,0.184275,0.7178
itviec:72996d99-8356-4fb4-ab49-9e27d8a78bcd,Trưởng nhóm Computer Vision/AI Engineer,Vega Corporation,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Lead,Hà Nội,unknown,10,3189,2,0.18364,0.6626
itviec:c71ecfae-a456-4c04-abc5-be80b828fc62,Senior AI Developer,Bosch Global Software Technologies Company Limited,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,tech_software,25,3898,2,0.182176,0.4901
itviec:fc7bb2e4-4ecb-4dcf-94de-185a78a30fba,Principal System Engineer,"MONEY FORWARD VIETNAM CO.,LTD",ML_ENGINEER,AI / Machine Learning,ML Engineering,Lead,Hồ Chí Minh,bank_finance,13,3181,2,0.180844,0.5412
itviec:ec0dfc1d-f26b-41e8-8a7c-bf5c0b4c1e7b,Lead AI Engineer,Topicus Vietnam,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Lead,Hồ Chí Minh,tech_software,14,494,2,0.179354,0.6313
glints:8a38312d-857c-4598-b0b4-e19da0e44024,AI Engineer | Junior/Middle,Công ty Cổ phần Innotech Việt Nam,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,tech_software,7,3185,2,0.178645,0.6028
itviec:e3df26aa-635e-4fc0-8f57-ade3ec50d566,Senior Machine Learning Engineer,KeyTechX,ML_ENGINEER,AI / Machine Learning,ML Engineering,Senior,,tech_software,22,3578,2,0.177859,0.4731
vietnamworks:2066126,MB Trainee - AI Engineer - Khối Công Nghệ Thông Tin,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hà Nội,bank_finance,6,672,2,0.177535,0.6052
itviec:dcb24147-4eea-4ca6-83f9-4cf04ad6aca5,Junior AI Engineer - LLM,TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hồ Chí Minh,education,13,3619,2,0.177105,0.532
careerviet:35C77516,Intern AI engineer,Bảo mật,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Intern,Hồ Chí Minh,unknown,12,3187,2,0.175824,0.5825
careerviet:35C778D4,Kỹ sư Trí tuệ nhân tạo,Tổng Công ty Cổ phần Công trình Viettel,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hà Nội,real_estate_construction,8,991,2,0.174116,0.7191
vietnamworks:2065152,Kỹ Sư AI / Chuyên Gia AI,Công Ty Cổ Phần Công Nghệ Công Nghiệp Bưu Chính Viễn Thông - VNPT Technology,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,telecom,8,657,2,0.171239,0.7188
careerviet:35C73B86,AI/NLP ENGINEER,CÔNG TY CỔ PHẦN SALE PLUS,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,unknown,9,1551,2,0.170765,0.7307
itviec:64f2d79d-8e92-470a-b8c1-af998b1b0e2a,Senior Data Scientist,Ahamove,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Senior,Hồ Chí Minh,logistics,19,3594,2,0.168294,0.4924
topcv:2193862,Senior Data Scientist,Công Ty Cổ Phần Dược Phẩm Pharmacity,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Senior,Hồ Chí Minh,retail_consumer,14,2734,2,0.167571,0.5872
itviec:715c38e0-ab65-4b73-af64-9d6edfab5ce9,AI Engineer,Lac Viet Computing Corporation,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hồ Chí Minh,tech_software,8,1812,2,0.167539,0.6928
itviec:8e37b231-d6be-4b2e-99a8-e7fcc93b40de,Senior/Staff Embedded Application Engineer – AI Robotic,Renesas Design Vietnam,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Lead,Hồ Chí Minh,tech_software,7,460,2,0.16676,0.8116
itviec:d831df0a-5e3b-4d1b-9bf8-fb26a76ca618,Agentic Coding Specialist,Scandinavian Software Park,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,tech_software,16,518,2,0.164891,0.6152
itviec:ebc1b88d-64c3-48f7-9f4a-26a71ceb4b83,AI Agent Engineer,TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hồ Chí Minh,education,11,3111,2,0.164353,0.5941
itviec:c8f13afd-7011-4a9a-bb8f-7199f32e1753,AI Engineer,WBC Việt Nam,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,unknown,8,1712,2,0.163947,0.554
topcv:2189952,Senior Map/Data Scientist,Pro Công ty cổ phần Tasco,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Senior,Hà Nội,unknown,18,2811,2,0.163123,0.4936
itviec:f377de57-345c-46d6-8e28-56ab13de3b54,AI Engineer,Công ty TNHH Xcons E&C,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hồ Chí Minh,real_estate_construction,7,1396,2,0.162468,0.7334
glints:de456d8d-dbed-403e-befc-d9a53be5592a,AI Engineer Intern,Edtronaut,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Intern,,education,17,5192,2,0.161087,0.5035
itviec:048af43d-ce30-48db-ac08-6fdef182a27c,AI Computer Vision Engineer – eKYC,DNSE,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,unknown,6,2435,2,0.159274,0.6611
vietnamworks:2066128,AI Expert - Khối Công Nghệ Thông Tin,NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,bank_finance,7,669,2,0.158584,0.5828
vietnamworks:2055452,AI Technical Lead – Build Real AI Solutions For Manufacturing,"Wanek Furniture CO., LTD.",AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Manager,Bình Dương,manufacturing,4,946,2,0.158436,0.6309
itviec:1b821c23-2441-44c0-b530-53f37fb5526b,AI Solution Architect- Up to 50M,Sunteco,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,unknown,19,3132,2,0.158215,0.4512
itviec:fb81a623-507f-406a-af92-ff908244d5bd,Senior Developer,iDeaLogic,ML_ENGINEER,AI / Machine Learning,ML Engineering,Senior,Hồ Chí Minh,tech_software,13,3137,2,0.158204,0.5087
topdev:2105158,AI/NLP Engineer / Algorithm Engineer– Junior/Mid/Senior- English,CAZOODLE,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,unknown,10,1084,2,0.156593,0.7888
vietnamworks:2048925,AI Engineer,K&M Holdings,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hà Nội,unknown,4,614,2,0.156447,0.7489
itviec:4e4494e2-9d2d-4b9e-bb7b-aa8175a3a545,Tập sự tiềm năng – AI Engineer,Ngân hàng TMCP Tiên Phong | TPBank,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,bank_finance,9,1668,2,0.156338,0.5716
glints:73be62a3-a3c4-48c7-9369-2dd85d4b05f8,"AI Engineer/AI Solutions Engineer|Python, RAG, LLM, AI Agents",Step Up English,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,,education,10,2510,2,0.155983,0.578
topcv:2005516,Data Science Intern,CÔNG TY CỔ PHẦN ĐẦU TƯ FINPROS,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Intern,Hà Nội,bank_finance,11,2398,2,0.154975,0.5765
glints:2e77db32-5ab6-4cca-b383-387e5031375f,Senior AI Engineer (IoT Industrial/Signal & Predictive Maintenan,REC Talents Co.Ltd,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,,recruitment_agency,14,3150,2,0.154754,0.5244
itviec:9f9228ff-d057-4cd0-9588-f07a7a3d553d,Senior Data Scientist,CÔNG TY TNHH SOCOTEC VIỆT NAM,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Senior,Hà Nội,consulting_audit,7,1693,2,0.154254,0.6182
topcv:2185841,Nhân Viên Dev AIBig Data,Công ty TNHH MTV Logistics Viettel,GENAI_LLM,AI / Machine Learning,AI / GenAI Engineering,Junior,Hà Nội,logistics,8,1700,2,0.153612,0.67
itviec:5d8c0db2-b92a-45d4-8d56-b5f74dbcc059,Middle/ Senior AI Engineer,ST Engineering,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,manufacturing,7,4587,2,0.151837,0.508
vietnamworks:2056546,Phát Triển AI - Topk,CÔNG TY TRÁCH NHIỆM HỮU HẠN TOP ENGINEERING VINA,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Mid,Vĩnh Phúc,manufacturing,4,520,2,0.151658,0.7545
itviec:e6bfb734-80f9-4620-b512-b5fe63414b34,Junior AI Engineer,Công ty Cổ Phần An Ninh Mạng THD,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hồ Chí Minh,tech_software,19,5166,2,0.151493,0.454
itviec:7e055aef-82ae-4a20-976d-25ba8d4e7d34,Full-stack Developer,Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,tech_software,17,2197,2,0.151014,0.5451
glints:fe2098e7-18e4-4132-80de-726eaf310e13,Applied AI Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ BYTE,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,tech_software,10,1625,2,0.149168,0.6588
glints:ec176b5f-9136-4848-bf27-bec6f7864606,AI ENGINEER,Công Ty Tnhh Tin Học & Dịch Vụ Nam Long,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,,tech_software,4,1285,2,0.148282,0.7409
careerviet:35C71798,Senior AI Engineer,CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,retail_consumer,8,1617,2,0.146694,0.581
careerviet:35C7A999,MLOps Engineer - Kỹ Sư Vận Hành Và Tích Hợp Mô Hình AI,CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,MLOPS,AI / Machine Learning,ML Engineering,Mid,Hồ Chí Minh,retail_consumer,4,1001,2,0.146648,0.7317
itviec:210e0d33-2899-4caf-814a-43289ba98985,Machine Learning/AI Engineer,Chotot,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,ecommerce,12,3129,2,0.145061,0.4937
careerviet:35C6F1F7,AI Engineer,CÔNG TY TNHH TƯ VẤN GANESHAID,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,consulting_audit,17,3432,2,0.144274,0.4656
itviec:cf56bb51-6b20-4d18-becd-a7142f0fcd1a,AI Engineer,Chailease,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,Hồ Chí Minh,bank_finance,15,2500,2,0.143932,0.4829
itviec:64ffd5f1-a58d-4f98-bb7a1ab,AI Solutions Architect,KMS Technology,GENAI_LLM,AI / Machine Learning,AI / GenAI Engineering,Lead,Hồ Chí Minh,tech_software,10,638,2,0.143512,0.5747
topdev:2113223,DATA ENGINEER,CÔNG TY TNHH DREAM TALENT,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hồ Chí Minh,recruitment_agency,20,3142,2,0.142545,0.447
itviec:26884de5-043d-4a98-a70f-66a4019bd0df,"Fullstack Engineer - Java, NodeJS, AI",CÔNG TY CỔ PHẦN TẬP ĐOÀN CÔNG NGHỆ & TÀI CHÍNH NOBLEX,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,tech_software,20,3994,2,0.14169,0.4416
glints:96f740c0-e282-4ad1-a24b-44d5c0c71192,SENIOR NLP ENGINEER,Công ty Cổ phần Công nghệ Prep,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Senior,,tech_software,17,3318,2,0.140344,0.4925
glints:63d8cedb-473c-4fb2-b218-ff1ecc4e3389,AI Engineer Executive,Công ty TNHH Reputyze Asia,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Junior,,unknown,5,834,2,0.137993,0.5934
itviec:7e80830a-7bf8-46e8-955e-28d9b8ba10fd,Applied AI Research Engineer,CÔNG TY TNHH NANYANG BIOLOGICS VIỆT NAM,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,healthcare_pharma,4,2897,2,0.137472,0.5849
itviec:9b37d1a5-d393-4c65-a4c1-092fe80e43b6,AI-Augmented Software Engineer,HQSOFT,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hồ Chí Minh,tech_software,13,519,2,0.134552,0.4235
careerviet:35C6DDB5,DevOps Engineer,Công ty TNHH Viettel - CHT,MLOPS,AI / Machine Learning,ML Engineering,Mid,Hà Nội,telecom,16,2925,2,0.132179,0.4274
vietnamworks:2067813,AI Expert,Tổng Công ty Công nghiệp Công nghệ cao Viettel (Viettel High Tech),RESEARCH_SCIENTIST,AI / Machine Learning,Data / Decision Science,Senior,Hà Nội,tech_software,3,622,2,0.13156,0.591
glints:68b62692-c20a-49e4-aa48-63db89718c6e,Nhân Viên Lập Trình,Công Ty Chứng Khoán Acb,ML_ENGINEER,AI / Machine Learning,ML Engineering,Junior,,bank_finance,14,2017,2,0.129936,0.4545
itviec:676f5d4f-5a23-446c-9dcc-4db57f032c48,Engineering Lead,Skylink Labs,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Lead,Hồ Chí Minh,tech_software,8,1932,2,0.12937,0.4507
careerviet:35C7B077,KỸ SƯ AI NGÔN NGỮ LỚN,Tổng công ty Xây dựng số 1 – CTCP,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,real_estate_construction,12,2429,2,0.129114,0.5059
vietnamworks:2060032,Kỹ Sư Phát Triển Phần Mềm AI Cho Thiết Bị Thông Minh,Công Ty Cổ Phần Công Nghệ Công Nghiệp Bưu Chính Viễn Thông - VNPT Technology,CV_NLP,AI / Machine Learning,AI / GenAI Engineering,Junior,Hà Nội,telecom,5,655,2,0.128347,0.5611
vietnamworks:2056352,AI Solution Architect,Công Ty Cổ Phần Sunteco,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,unknown,4,881,2,0.126192,0.5613
vietnamworks:2068353,AI/ Automation Engineer,ONPOINT COMPANY LIMITED,GENAI_LLM,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,ecommerce,4,920,2,0.120621,0.5952
itviec:de745978-18fd-4c18-b546-91c906331177,AI Agent Engineer : Build the Agent Layer,Panto Martech LLC,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,,tech_software,7,3721,2,0.1199,0.5131
itviec:52676de3-41db-4920-bbaa-61a6a7bcf133,Senior Data Scientist – ID2649,VPBank,DATA_SCIENTIST,AI / Machine Learning,Data / Decision Science,Senior,Hà Nội,bank_finance,21,4222,2,0.117859,0.4091
vietnamworks:2066588,Senior System Architect,"BELLE ASIA LTD.,",AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,unknown,8,851,2,0.11755,0.4819
vietnamworks:2067868,AI Agent / Workflow Developer,Công Ty CP Hyundai Aluminum Vina,GENAI_LLM,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,manufacturing,3,794,2,0.115449,0.5501
itviec:46f7621d-be0d-400e-8e19-63d6c3ceb68f,AI Engineer,ABBANK,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,bank_finance,9,2647,2,0.114766,0.4338
vietnamworks:2062218,AI Engineer,Công Ty TNHH YIC One,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Mid,Hà Nội,unknown,4,479,2,0.114302,0.7454
itviec:826eea24-4bfd-41c4-8bc4-da393024f542,Senior/Middle Machine Learning Engineer,M_Service (MoMo),ML_ENGINEER,AI / Machine Learning,ML Engineering,Senior,Hồ Chí Minh,bank_finance,6,2604,2,0.113118,0.41
itviec:254da14e-95fa-4c92-845d-dad0dbb45827,C# Developer,Scandinavian Software Park,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Senior,Hà Nội,tech_software,5,399,2,0.112239,0.6046
itviec:57d82d50-0e3b-4fdc-8da0-d7109aae0fff,Chuyên viên Vận hành và Phát triển hệ thống,Công ty cổ phần MAT Group,DATA_ENGINEER,Data Engineering,Pipelines & Platform,Mid,Hà Nội,unknown,14,2056,2,0.112171,0.3818
itviec:401a88be-56f5-455f-a824-d9f1b4e03c75,Agentic AI Developer,METUB Việt Nam,AI_ENGINEER,AI / Machine Learning,AI / GenAI Engineering,Unknown,Hồ Chí Minh,media_gaming,3,2651,2,0.109481,0.4731
vietnamworks:2065729,"AI Engineering, Specialist",AIA Vietnam (Great Place To Work® Certified),GENAI_LLM,AI / Machine Learning,AI / GenAI Engineering,Mid,Hồ Chí Minh,bank_finance,6,976,2,0.108874,0.4639
